"gene.y"	"Sample"	"chr"	"start"	"end"	"n"	"clusterID"	"N"	"coord"	"gene.x"	"annotation"	"FDR"	"ensemblID"	"verdict"	"deltapsi"	"transcripts"	"bam_slice"	"event"	"SS_Coords"	"ENSG.ID"	"median.cpm"	"sd"	"sum"
"134"	"ECT2"	"K562_K700E"	"chr3"	172755575	172756983	3	"clu_4173_+"	3	"chr3:172755374-172756983"	"<i>ECT2</i>"	"annotated"	0.0104	"ENSG00000004487.18"	"annotated"	0.284	"ENST00000366090.6+ENST00000392692.8+ENST00000438041.5"	"chr3:172754575-172757983"	"chr3:172755575-172756983"	"chr3:172756483-172757483"	"ENSG00000114346.14"	67.42488142	0.285524906	0
"135"	"ECT2"	"K562_K700E"	"chr3"	172755374	172755483	2	"clu_4173_+"	3	"chr3:172755374-172756983"	"<i>ECT2</i>"	"annotated"	0.0104	"ENSG00000135317.14"	"annotated"	0.108	"ENST00000366090.6+ENST00000392692.8+ENST00000438041.5"	"chr3:172754374-172756483"	"chr3:172755374-172755483"	"chr3:172754983-172755983"	"ENSG00000114346.14"	67.42488142	0.285524906	0
"136"	"ECT2"	"MDS_K700E"	"chr3"	172761683	172762398	2	"clu_23919_+"	2	"chr3:172761683-172762416"	"<i>ECT2</i>"	"cryptic"	0.0331	"ENSG00000108506.11"	"cryptic_threeprime"	0.406	"."	"chr3:172760683-172763398"	"chr3:172761683-172762398"	"chr3:172761898-172762898"	"ENSG00000114346.14"	42.92691886	13.86625452	0
"137"	"ECT2"	"MDS_K700E"	"chr3"	172755575	172756983	3	"clu_23917_+"	2	"chr3:172755374-172756983"	"<i>ECT2</i>"	"annotated"	0.00307	"ENSG00000166938.12"	"annotated"	0.427	"ENST00000366090.6+ENST00000392692.7+ENST00000438041.5"	"chr3:172754575-172757983"	"chr3:172755575-172756983"	"chr3:172756483-172757483"	"ENSG00000114346.14"	42.92691886	13.86625452	0
"138"	"ECT2"	"Nalm_K700E"	"chr3"	172761683	172762398	2	"clu_9850_+"	2	"chr3:172761683-172762416"	"<i>ECT2</i>"	"cryptic"	0.00142	"ENSG00000114346.14"	"cryptic_threeprime"	0.242	"."	"chr3:172760683-172763398"	"chr3:172761683-172762398"	"chr3:172761898-172762898"	"ENSG00000114346.14"	110.7241762	5.863271907	0
"139"	"ECT2"	"Nalm_K700E"	"chr3"	172755575	172756983	3	"clu_9849_+"	3	"chr3:172755374-172756983"	"<i>ECT2</i>"	"annotated"	1.61e-07	"ENSG00000114346.14"	"annotated"	0.296	"ENST00000366090.6+ENST00000392692.8+ENST00000438041.5"	"chr3:172754575-172757983"	"chr3:172755575-172756983"	"chr3:172756483-172757483"	"ENSG00000114346.14"	110.7241762	5.863271907	0
"140"	"ECT2"	"Nalm_K700E"	"chr3"	172755374	172755483	2	"clu_9849_+"	3	"chr3:172755374-172756983"	"<i>ECT2</i>"	"annotated"	1.61e-07	"ENSG00000114346.14"	"annotated"	0.258	"ENST00000366090.6+ENST00000392692.8+ENST00000438041.5"	"chr3:172754374-172756483"	"chr3:172755374-172755483"	"chr3:172754983-172755983"	"ENSG00000114346.14"	110.7241762	5.863271907	0
"141"	"EFCAB2"	"MDS_K700E"	"chr1"	245083688	245124705	2	"clu_19563_+"	5	"chr1:245083688-245124705"	"<i>EFCAB2</i>"	"cryptic"	0.00023	"ENSG00000197417.7"	"cryptic_threeprime"	0.212	"."	"chr1:245082688-245125705"	"chr1:245083688-245124705"	"chr1:245124205-245125205"	"ENSG00000203666.13"	63.41071924	19.82732272	0
"142"	"EFCAB2"	"Nalm_K700E"	"chr1"	245083688	245124705	2	"clu_687_+"	4	"chr1:245083688-245124705"	"<i>EFCAB2</i>"	"cryptic"	0.000561	"ENSG00000203666.13"	"cryptic_threeprime"	0.197	"."	"chr1:245082688-245125705"	"chr1:245083688-245124705"	"chr1:245124205-245125205"	"ENSG00000203666.13"	38.3417576	1.485841057	0
"143"	"EHMT1"	"K562_K700E"	"chr9"	137728529	137743371	3	"clu_5704_+"	2	"chr9:137728529-137743392"	"<i>EHMT1</i>"	"annotated"	0.0351	"ENSG00000232053.7"	"annotated"	0.299	"ENST00000371394.6+ENST00000460843.6+ENST00000462484.5+ENST00000629335.2+ENST00000637161.1+ENST00000637977.1+ENST00000638071.1"	"chr9:137727529-137744371"	"chr9:137728529-137743371"	"chr9:137742871-137743871"	"ENSG00000181090.21"	72.26212806	0.103428071	1
"144"	"EHMT1"	"MDS_K700E"	"chr9"	137728529	137743371	3	"clu_4151_+"	3	"chr9:137728529-137743395"	"<i>EHMT1</i>"	"cryptic"	0.0033	"ENSG00000126456.15"	"annotated"	0.358	"ENST00000371394.6+ENST00000460843.5+ENST00000462484.5+ENST00000629335.2+ENST00000637161.1+ENST00000637977.1+ENST00000638071.1"	"chr9:137727529-137744371"	"chr9:137728529-137743371"	"chr9:137742871-137743871"	"ENSG00000181090.21"	137.261554	46.24585319	1
"145"	"EHMT1"	"Nalm_K700E"	"chr9"	137728529	137743371	3	"clu_13341_+"	3	"chr9:137728529-137743395"	"<i>EHMT1</i>"	"cryptic"	0.0201	"ENSG00000171204.13"	"annotated"	0.185	"ENST00000371394.6+ENST00000460843.6+ENST00000462484.5+ENST00000629335.2+ENST00000637161.1+ENST00000637977.1+ENST00000638071.1"	"chr9:137727529-137744371"	"chr9:137728529-137743371"	"chr9:137742871-137743871"	"ENSG00000181090.21"	119.5007382	1.210395498	1
"146"	"ELP2"	"MDS_K700E"	"chr18"	36145034	36145934	2	"clu_11790_+"	6	"chr18:36145034-36154850"	"<i>ELP2</i>"	"cryptic"	0.000456	"ENSG00000135976.17"	"cryptic_threeprime"	0.106	"."	"chr18:36144034-36146934"	"chr18:36145034-36145934"	"chr18:36145434-36146434"	"ENSG00000134759.14"	96.54793356	16.20066188	0
"147"	"ELP2"	"Nalm_K700E"	"chr18"	36145034	36145934	2	"clu_6566_+"	2	"chr18:36145034-36145948"	"<i>ELP2</i>"	"cryptic"	0.00521	"ENSG00000101019.22"	"cryptic_threeprime"	0.097	"."	"chr18:36144034-36146934"	"chr18:36145034-36145934"	"chr18:36145434-36146434"	"ENSG00000134759.14"	68.02507177	2.202310561	0
"148"	"EML3"	"MDS_K700E"	"chr11"	62608826	62608962	2	"clu_21543_-"	2	"chr11:62608805-62608962"	"<i>EML3</i>"	"cryptic"	2.22e-05	"ENSG00000107651.12"	"cryptic_threeprime"	0.271	"."	"chr11:62607826-62609962"	"chr11:62608826-62608962"	"chr11:62608462-62609462"	"ENSG00000149499.12"	57.62981645	9.994877278	0
"149"	"EML3"	"Nalm_K700E"	"chr11"	62608826	62608962	2	"clu_2153_-"	2	"chr11:62608805-62608962"	"<i>EML3</i>"	"cryptic"	0.016	"ENSG00000110713.17"	"cryptic_threeprime"	0.157	"."	"chr11:62607826-62609962"	"chr11:62608826-62608962"	"chr11:62608462-62609462"	"ENSG00000149499.12"	40.45821317	1.005125045	0
"150"	"ENOSF1"	"K562_K700E"	"chr18"	683395	685921	3	"clu_2645_-"	2	"chr18:683380-685921"	"<i>ENOSF1</i>"	"annotated"	0.00229	"ENSG00000001631.17"	"annotated"	0.504	"ENST00000578647.1"	"chr18:682395-686921"	"chr18:683395-685921"	"chr18:685421-686421"	"ENSG00000132199.20"	183.4969074	1.621455759	0
"151"	"ENOSF1"	"MDS_K700E"	"chr18"	683395	685921	3	"clu_19591_-"	2	"chr18:683380-685921"	"<i>ENOSF1</i>"	"annotated"	2.6e-05	"ENSG00000141425.17"	"annotated"	0.497	"ENST00000578647.1"	"chr18:682395-686921"	"chr18:683395-685921"	"chr18:685421-686421"	"ENSG00000132199.20"	150.6272858	22.94963179	0
"152"	"ENOSF1"	"Nalm_K700E"	"chr18"	683395	685921	3	"clu_6613_-"	2	"chr18:683380-685921"	"<i>ENOSF1</i>"	"annotated"	0.00724	"ENSG00000176915.15"	"annotated"	0.428	"ENST00000578647.1"	"chr18:682395-686921"	"chr18:683395-685921"	"chr18:685421-686421"	"ENSG00000132199.20"	51.74877945	4.12389193	0
"153"	"ERCC3"	"MDS_K700E"	"chr2"	127289519	127289689	2	"clu_6913_-"	2	"chr2:127289501-127289689"	"<i>ERCC3</i>"	"annotated"	0.0216	"ENSG00000248333.8"	"annotated"	0.14	"ENST00000456257.1"	"chr2:127288519-127290689"	"chr2:127289519-127289689"	"chr2:127289189-127290189"	"ENSG00000163161.14"	77.99127552	8.142473402	0
"154"	"ERCC3"	"Nalm_K700E"	"chr2"	127289519	127289689	2	"clu_8434_-"	2	"chr2:127289501-127289689"	"<i>ERCC3</i>"	"annotated"	0.0229	"ENSG00000176438.13"	"annotated"	0.209	"ENST00000456257.1"	"chr2:127288519-127290689"	"chr2:127289519-127289689"	"chr2:127289189-127290189"	"ENSG00000163161.14"	88.21342305	2.304790211	0
"155"	"ERGIC3"	"K562_K700E"	"chr20"	35556271	35556955	3	"clu_3507_+"	3	"chr20:35556271-35556991"	"<i>ERGIC3</i>"	"cryptic"	0.0116	"ENSG00000273559.5"	"annotated"	0.21	"ENST00000451605.1"	"chr20:35555271-35557955"	"chr20:35556271-35556955"	"chr20:35556455-35557455"	"ENSG00000125991.21"	171.0016619	2.135442873	0
"156"	"ERGIC3"	"MDS_K700E"	"chr20"	35556271	35556955	3	"clu_15221_+"	6	"chr20:35556271-35556991"	"<i>ERGIC3</i>"	"cryptic"	3.53e-07	"ENSG00000138382.14"	"annotated"	0.279	"ENST00000451605.1"	"chr20:35555271-35557955"	"chr20:35556271-35556955"	"chr20:35556455-35557455"	"ENSG00000125991.21"	173.4034183	33.54554821	0
"157"	"ERGIC3"	"Nalm_K700E"	"chr20"	35556271	35556955	3	"clu_8689_+"	4	"chr20:35556271-35556991"	"<i>ERGIC3</i>"	"cryptic"	0.0229	"ENSG00000176834.14"	"annotated"	0.192	"ENST00000451605.1"	"chr20:35555271-35557955"	"chr20:35556271-35556955"	"chr20:35556455-35557455"	"ENSG00000125991.21"	165.3152639	2.703788711	0
"158"	"EXO1"	"K562_K700E"	"chr1"	241849027	241849109	2	"clu_755_+"	3	"chr1:241849027-241850409"	"<i>EXO1</i>"	"annotated"	0.0456	"ENSG00000162522.11"	"annotated"	0.096	"ENST00000450748.1"	"chr1:241848027-241850109"	"chr1:241849027-241849109"	"chr1:241848609-241849609"	"ENSG00000174371.17"	101.6269993	1.088081219	5
"159"	"EXO1"	"MDS_K700E"	"chr1"	241849027	241849109	2	"clu_19547_+"	4	"chr1:241849027-241850409"	"<i>EXO1</i>"	"annotated"	0.0487	"."	"annotated"	0.182	"ENST00000450748.1"	"chr1:241848027-241850109"	"chr1:241849027-241849109"	"chr1:241848609-241849609"	"ENSG00000174371.17"	47.37303173	15.15068587	5
"160"	"EXOSC7"	"MDS_K700E"	"chr3"	45001608	45005276	2	"clu_23454_+"	2	"chr3:45001608-45005291"	"<i>EXOSC7</i>"	"cryptic"	3.35e-05	"ENSG00000174501.14"	"cryptic_threeprime"	0.087	"."	"chr3:45000608-45006276"	"chr3:45001608-45005276"	"chr3:45004776-45005776"	"ENSG00000075914.13"	20.89508589	3.306133208	0
"161"	"EXOSC7"	"Nalm_K700E"	"chr3"	45001608	45005276	2	"clu_9646_+"	2	"chr3:45001608-45005291"	"<i>EXOSC7</i>"	"cryptic"	0.00327	"ENSG00000056972.20"	"cryptic_threeprime"	0.065	"."	"chr3:45000608-45006276"	"chr3:45001608-45005276"	"chr3:45004776-45005776"	"ENSG00000075914.13"	18.87924	0.287889659	0
"162"	"FAM111A"	"MDS_K700E"	"chr11"	59145856	59148836	2	"clu_20631_+"	13	"chr11:59143304-59148844"	"<i>FAM111A</i>"	"cryptic"	4.02e-05	"ENSG00000133265.10"	"annotated"	0.194	"ENST00000420244.5+ENST00000528737.5+ENST00000533703.1"	"chr11:59144856-59149836"	"chr11:59145856-59148836"	"chr11:59148336-59149336"	"ENSG00000166801.17"	111.4463977	37.07928143	3
"163"	"FAM111A"	"Nalm_K700E"	"chr11"	59145856	59148836	2	"clu_2491_+"	11	"chr11:59143304-59148836"	"<i>FAM111A</i>"	"cryptic"	0.0233	"ENSG00000225151.10"	"annotated"	0.077	"ENST00000528737.5+ENST00000533703.1+ENST00000674617.1+ENST00000675806.2+ENST00000676340.1"	"chr11:59144856-59149836"	"chr11:59145856-59148836"	"chr11:59148336-59149336"	"ENSG00000166801.17"	183.7242645	3.784006827	3
"164"	"FASTKD1"	"K562_K700E"	"chr2"	169531508	169537227	3	"clu_3219_-"	2	"chr2:169531490-169537227"	"<i>FASTKD1</i>"	"cryptic"	0.0196	"ENSG00000149925.22"	"cryptic_threeprime"	0.358	"."	"chr2:169530508-169538227"	"chr2:169531508-169537227"	"chr2:169536727-169537727"	"ENSG00000138399.18"	126.7932238	0.005805061	0
"165"	"FASTKD1"	"MDS_K700E"	"chr2"	169531508	169537227	3	"clu_7017_-"	7	"chr2:169531490-169540051"	"<i>FASTKD1</i>"	"cryptic"	6.42e-06	"ENSG00000149136.8"	"cryptic_threeprime"	0.1	"."	"chr2:169530508-169538227"	"chr2:169531508-169537227"	"chr2:169536727-169537727"	"ENSG00000138399.18"	63.529425	16.67083242	0
"166"	"FASTKD1"	"Nalm_K700E"	"chr2"	169531508	169537227	3	"clu_8476_-"	2	"chr2:169531490-169537227"	"<i>FASTKD1</i>"	"cryptic"	0.00127	"ENSG00000138399.18"	"cryptic_threeprime"	0.257	"."	"chr2:169530508-169538227"	"chr2:169531508-169537227"	"chr2:169536727-169537727"	"ENSG00000138399.18"	75.65143621	2.0331507	0
"167"	"FBXL19"	"MDS_K700E"	"chr16"	30946948	30947032	2	"clu_5182_+"	2	"chr16:30946948-30947052"	"<i>FBXL19</i>"	"cryptic"	0.00646	"ENSG00000112742.9"	"cryptic_threeprime"	0.096	"."	"chr16:30945948-30948032"	"chr16:30946948-30947032"	"chr16:30946532-30947532"	"ENSG00000099364.18"	49.29117237	22.08762947	0
"168"	"FBXL19"	"Nalm_K700E"	"chr16"	30946948	30947032	2	"clu_5046_+"	2	"chr16:30946948-30947052"	"<i>FBXL19</i>"	"cryptic"	0.00278	"ENSG00000099364.18"	"cryptic_threeprime"	0.098	"."	"chr16:30945948-30948032"	"chr16:30946948-30947032"	"chr16:30946532-30947532"	"ENSG00000099364.18"	89.88964871	2.946199754	0
"169"	"FBXW5"	"BRCA_K700E"	"chr9"	136942997	136943349	2	"clu_17704_-"	2	"chr9:136942943-136943349"	"<i>FBXW5</i>"	"cryptic"	0.0232	"ENSG00000159069.14"	"cryptic_threeprime"	0.076	"."	"chr9:136941997-136944349"	"chr9:136942997-136943349"	"chr9:136942849-136943849"	"ENSG00000159069.14"	67.2837144	19.07679503	0
"170"	"FBXW5"	"Nalm_K700E"	"chr9"	136942997	136943349	2	"clu_13629_-"	3	"chr9:136942943-136943349"	"<i>FBXW5</i>"	"cryptic"	0.0437	"ENSG00000137955.16"	"cryptic_threeprime"	0.082	"."	"chr9:136941997-136944349"	"chr9:136942997-136943349"	"chr9:136942849-136943849"	"ENSG00000159069.14"	89.62727379	0.783320331	0
"171"	"FDPS"	"BRCA_K700E"	"chr1"	155308965	155310043	4	"clu_680_+"	3	"chr1:155308965-155310064"	"<i>FDPS</i>"	"annotated"	0.000433	"ENSG00000160752.15"	"annotated"	0.259	"ENST00000368356.9+ENST00000447866.5+ENST00000491013.5+ENST00000495308.5"	"chr1:155307965-155311043"	"chr1:155308965-155310043"	"chr1:155309543-155310543"	"ENSG00000160752.15"	29.49153534	14.52169918	36
"172"	"FDPS"	"K562_K700E"	"chr1"	155308965	155310043	4	"clu_658_+"	5	"chr1:155308965-155310064"	"<i>FDPS</i>"	"cryptic"	8.63e-06	"ENSG00000160752.15"	"annotated"	0.23	"ENST00000368356.9+ENST00000447866.5+ENST00000491013.5+ENST00000495308.5"	"chr1:155307965-155311043"	"chr1:155308965-155310043"	"chr1:155309543-155310543"	"ENSG00000160752.15"	78.06620747	1.529212292	36
"173"	"FDPS"	"MDS_K700E"	"chr1"	155308965	155310043	4	"clu_19100_+"	9	"chr1:155308965-155312255"	"<i>FDPS</i>"	"cryptic"	2.65e-05	"ENSG00000182552.14"	"annotated"	0.103	"ENST00000368356.8+ENST00000447866.5+ENST00000491013.5+ENST00000495308.5"	"chr1:155307965-155311043"	"chr1:155308965-155310043"	"chr1:155309543-155310543"	"ENSG00000160752.15"	45.03090168	5.393557856	36
"174"	"FDPS"	"Nalm_K700E"	"chr1"	155308965	155310043	4	"clu_479_+"	2	"chr1:155308965-155310064"	"<i>FDPS</i>"	"annotated"	0.00142	"ENSG00000160752.15"	"annotated"	0.152	"ENST00000368356.9+ENST00000447866.5+ENST00000491013.5+ENST00000495308.5"	"chr1:155307965-155311043"	"chr1:155308965-155310043"	"chr1:155309543-155310543"	"ENSG00000160752.15"	65.69828197	0.686313712	36
"175"	"FIP1L1"	"BRCA_K700E"	"chr4"	53399839	53414615	3	"clu_13456_+"	3	"chr4:53399839-53425872"	"<i>FIP1L1</i>"	"annotated"	0.013	"ENSG00000145216.16"	"annotated"	0.076	"ENST00000337488.11+ENST00000358575.9+ENST00000505125.5+ENST00000507922.5+ENST00000507166.5"	"chr4:53398839-53415615"	"chr4:53399839-53414615"	"chr4:53414115-53415115"	"ENSG00000145216.16"	0.986402013	0.316357117	16
"176"	"FIP1L1"	"K562_K700E"	"chr4"	53399839	53414615	3	"clu_4230_+"	3	"chr4:53399839-53425872"	"<i>FIP1L1</i>"	"annotated"	0.0173	"ENSG00000183889.12"	"annotated"	0.091	"ENST00000337488.11+ENST00000358575.9+ENST00000505125.5+ENST00000507922.5+ENST00000507166.5"	"chr4:53398839-53415615"	"chr4:53399839-53414615"	"chr4:53414115-53415115"	"ENSG00000145216.16"	1.361995662	0.094153844	16
"177"	"FIP1L1"	"Nalm_K700E"	"chr4"	53399839	53414615	3	"clu_10403_+"	3	"chr4:53399839-53425872"	"<i>FIP1L1</i>"	"annotated"	0.0242	"ENSG00000000419.14"	"annotated"	0.061	"ENST00000337488.11+ENST00000358575.9+ENST00000505125.5+ENST00000507922.5+ENST00000507166.5"	"chr4:53398839-53415615"	"chr4:53399839-53414615"	"chr4:53414115-53415115"	"ENSG00000145216.16"	3.60328228	0.050028309	16
"178"	"FOXRED1"	"K562_K700E"	"chr11"	126273079	126273316	3	"clu_1114_+"	2	"chr11:126273079-126273336"	"<i>FOXRED1</i>"	"annotated"	0.0159	"ENSG00000180229.12"	"annotated"	0.304	"ENST00000524751.5+ENST00000532101.6+ENST00000534011.6+ENST00000686242.1+ENST00000686888.1"	"chr11:126272079-126274316"	"chr11:126273079-126273316"	"chr11:126272816-126273816"	"ENSG00000110074.12"	88.01788105	0.652584498	0
"179"	"FOXRED1"	"MDS_K700E"	"chr11"	126273079	126273316	3	"clu_21179_+"	2	"chr11:126273079-126273336"	"<i>FOXRED1</i>"	"annotated"	0.000681	"ENSG00000129292.20"	"annotated"	0.232	"ENST00000524751.5"	"chr11:126272079-126274316"	"chr11:126273079-126273316"	"chr11:126272816-126273816"	"ENSG00000110074.12"	44.22231474	3.755160503	0
"180"	"FOXRED1"	"Nalm_K700E"	"chr11"	126273079	126273316	3	"clu_2738_+"	2	"chr11:126273079-126273336"	"<i>FOXRED1</i>"	"annotated"	0.0019	"ENSG00000110074.12"	"annotated"	0.183	"ENST00000524751.5+ENST00000532101.6+ENST00000534011.6+ENST00000686242.1+ENST00000686888.1"	"chr11:126272079-126274316"	"chr11:126273079-126273316"	"chr11:126272816-126273816"	"ENSG00000110074.12"	52.84097246	0.806751256	0
"181"	"GATA1"	"K562_K700E"	"chrX"	48793297	48793778	2	"clu_5740_+"	3	"chrX:48793297-48794134"	"<i>GATA1</i>"	"cryptic"	0.023	"ENSG00000161956.13"	"cryptic_threeprime"	0.063	"."	"chrX:48792297-48794778"	"chrX:48793297-48793778"	"chrX:48793278-48794278"	"ENSG00000102145.15"	179.6345112	3.319427807	0
"182"	"GATA1"	"MDS_K700E"	"chrX"	48793297	48793778	2	"clu_758_+"	3	"chrX:48793297-48794134"	"<i>GATA1</i>"	"cryptic"	7.55e-06	"ENSG00000075914.12"	"cryptic_threeprime"	0.089	"."	"chrX:48792297-48794778"	"chrX:48793297-48793778"	"chrX:48793278-48794278"	"ENSG00000102145.15"	95.46914521	57.57224178	0
"183"	"GCC2"	"MDS_K700E"	"chr2"	108485908	108486499	2	"clu_28307_+"	2	"chr2:108485908-108486511"	"<i>GCC2</i>"	"cryptic"	0.000831	"ENSG00000171792.10"	"cryptic_threeprime"	0.577	"."	"chr2:108484908-108487499"	"chr2:108485908-108486499"	"chr2:108485999-108486999"	"ENSG00000135968.22"	60.3849788	12.00471931	0
"184"	"GCC2"	"Nalm_K700E"	"chr2"	108485908	108486499	2	"clu_7866_+"	2	"chr2:108485908-108486511"	"<i>GCC2</i>"	"cryptic"	0.00196	"ENSG00000135968.22"	"cryptic_threeprime"	0.556	"."	"chr2:108484908-108487499"	"chr2:108485908-108486499"	"chr2:108485999-108486999"	"ENSG00000135968.22"	36.01684051	0.702066214	0
"185"	"GGNBP2"	"BRCA_K700E"	"chr17"	36586198	36587025	3	"clu_7375_+"	2	"chr17:36586198-36587025"	"<i>GGNBP2</i>"	"cryptic"	0.00621	"ENSG00000278311.5"	"cryptic_threeprime"	0.158	"."	"chr17:36585198-36588025"	"chr17:36586198-36587025"	"chr17:36586525-36587525"	"ENSG00000278311.5"	93.13782737	29.5412924	0
"186"	"GGNBP2"	"MDS_K700E"	"chr17"	36586198	36587025	3	"clu_16690_+"	2	"chr17:36586198-36587025"	"<i>GGNBP2</i>"	"cryptic"	9.86e-05	"ENSG00000001084.10"	"cryptic_threeprime"	0.094	"."	"chr17:36585198-36588025"	"chr17:36586198-36587025"	"chr17:36586525-36587525"	"ENSG00000278311.5"	156.7155611	27.85494274	0
"187"	"GGNBP2"	"Nalm_K700E"	"chr17"	36586198	36587025	3	"clu_6247_+"	2	"chr17:36586198-36587025"	"<i>GGNBP2</i>"	"cryptic"	0.0449	"ENSG00000133943.21"	"cryptic_threeprime"	0.059	"."	"chr17:36585198-36588025"	"chr17:36586198-36587025"	"chr17:36586525-36587525"	"ENSG00000278311.5"	99.35145677	0.928271309	0
"188"	"GIGYF2"	"K562_K700E"	"chr2"	232735238	232735763	2	"clu_3470_+"	2	"chr2:232735238-232747615"	"<i>GIGYF2</i>"	"annotated"	0.00758	"ENSG00000124222.22"	"annotated"	0.631	"ENST00000464402.5+ENST00000464805.5+ENST00000476995.5+ENST00000482666.5+ENST00000488734.5+ENST00000489328.1+ENST00000490229.5+ENST00000492910.5"	"chr2:232734238-232736763"	"chr2:232735238-232735763"	"chr2:232735263-232736263"	"ENSG00000204120.16"	70.38903415	2.089328479	8
"189"	"GIGYF2"	"MDS_K700E"	"chr2"	232735238	232735763	2	"clu_28818_+"	2	"chr2:232735238-232747615"	"<i>GIGYF2</i>"	"annotated"	0.00919	"ENSG00000259431.5"	"annotated"	0.356	"ENST00000464402.5+ENST00000464805.5+ENST00000476995.5+ENST00000482666.5+ENST00000488734.5+ENST00000489328.1+ENST00000490229.5+ENST00000492910.5"	"chr2:232734238-232736763"	"chr2:232735238-232735763"	"chr2:232735263-232736263"	"ENSG00000204120.16"	90.23647772	10.36681739	8
"190"	"GOLGA8A"	"K562_K700E"	"chr15"	34383555	34383746	3	"clu_1868_-"	2	"chr15:34383528-34383746"	"<i>GOLGA8A</i>"	"cryptic"	0.00748	"ENSG00000125354.24"	"cryptic_threeprime"	0.068	"."	"chr15:34382555-34384746"	"chr15:34383555-34383746"	"chr15:34383246-34384246"	"ENSG00000175265.18"	204.2068432	2.33216548	0
"191"	"GOLGA8A"	"MDS_K700E"	"chr15"	34383555	34383746	3	"clu_22768_-"	2	"chr15:34383528-34383746"	"<i>GOLGA8A</i>"	"cryptic"	0.000182	"ENSG00000251562.7"	"cryptic_threeprime"	0.097	"."	"chr15:34382555-34384746"	"chr15:34383555-34383746"	"chr15:34383246-34384246"	"ENSG00000175265.18"	84.44313486	34.91923187	0
"192"	"GOLGA8A"	"Nalm_K700E"	"chr15"	34383555	34383746	3	"clu_4543_-"	2	"chr15:34383528-34383746"	"<i>GOLGA8A</i>"	"cryptic"	0.0112	"ENSG00000234147.3"	"cryptic_threeprime"	0.087	"."	"chr15:34382555-34384746"	"chr15:34383555-34383746"	"chr15:34383246-34384246"	"ENSG00000175265.18"	2.48381594	0.124842886	0
"193"	"GOLGA8B"	"K562_K700E"	"chr15"	34529776	34529967	2	"clu_1869_-"	2	"chr15:34529749-34529967"	"<i>GOLGA8B</i>"	"cryptic"	0.0107	"ENSG00000117616.18"	"cryptic_threeprime"	0.071	"."	"chr15:34528776-34530967"	"chr15:34529776-34529967"	"chr15:34529467-34530467"	"ENSG00000215252.12"	114.9158569	0.597766647	0
"194"	"GOLGA8B"	"MDS_K700E"	"chr15"	34529776	34529967	2	"clu_22776_-"	2	"chr15:34529749-34529967"	"<i>GOLGA8B</i>"	"cryptic"	6e-05	"ENSG00000246985.7"	"cryptic_threeprime"	0.088	"."	"chr15:34528776-34530967"	"chr15:34529776-34529967"	"chr15:34529467-34530467"	"ENSG00000215252.12"	74.47505128	20.18040381	0
"195"	"GSTM4"	"K562_K700E"	"chr1"	109659110	109665011	2	"clu_592_+"	2	"chr1:109659110-109665011"	"<i>GSTM4</i>"	"annotated"	0.0331	"ENSG00000163682.17"	"annotated"	0.167	"ENST00000326729.9"	"chr1:109658110-109666011"	"chr1:109659110-109665011"	"chr1:109664511-109665511"	"ENSG00000168765.18"	27.6011053	0.517690074	36
"196"	"GSTM4"	"MDS_K700E"	"chr1"	109659110	109665011	2	"clu_18830_+"	6	"chr1:109659110-109674747"	"<i>GSTM4</i>"	"annotated"	0.00301	"ENSG00000196924.14"	"annotated"	0.057	"ENST00000326729.9"	"chr1:109658110-109666011"	"chr1:109659110-109665011"	"chr1:109664511-109665511"	"ENSG00000168765.18"	17.7639323	3.50289288	36
"197"	"GUK1"	"BRCA_K700E"	"chr1"	228147699	228148358	2	"clu_968_+"	4	"chr1:228147699-228148665"	"<i>GUK1</i>"	"cryptic"	3.22e-07	"ENSG00000143774.17"	"cryptic_threeprime"	0.071	"."	"chr1:228146699-228149358"	"chr1:228147699-228148358"	"chr1:228147858-228148858"	"ENSG00000143774.17"	128.9021195	40.72005474	0
"198"	"GUK1"	"K562_K700E"	"chr1"	228147699	228148358	2	"clu_746_+"	5	"chr1:228147699-228148665"	"<i>GUK1</i>"	"cryptic"	0.00842	"ENSG00000162642.14"	"cryptic_threeprime"	0.055	"."	"chr1:228146699-228149358"	"chr1:228147699-228148358"	"chr1:228147858-228148858"	"ENSG00000143774.17"	114.170011	3.811693569	0
"199"	"HDGFL3"	"MDS_K700E"	"chr15"	83158030	83163999	2	"clu_23154_-"	2	"chr15:83158030-83163999"	"<i>HDGFL3</i>"	"cryptic"	0.0165	"ENSG00000119688.20"	"cryptic_threeprime"	0.078	"."	"chr15:83157030-83164999"	"chr15:83158030-83163999"	"chr15:83163499-83164499"	"ENSG00000166503.9"	8.512429013	1.966184587	0
"200"	"HDGFL3"	"Nalm_K700E"	"chr15"	83158030	83163999	2	"clu_4713_-"	2	"chr15:83158030-83163999"	"<i>HDGFL3</i>"	"cryptic"	0.0212	"ENSG00000196531.14"	"cryptic_threeprime"	0.068	"."	"chr15:83157030-83164999"	"chr15:83158030-83163999"	"chr15:83163499-83164499"	"ENSG00000166503.9"	17.70811847	0.848193009	0
